Designation,ra,dec,type,confidence,variability_snr,W1_amp,W2_amp,n_obs,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,W1emag,W2emag,W3emag,W4emag,Jemag,Hemag,Kemag,Gmag,Gemag,BPmag,BPemag,RPmag,RPemag,period1,period2,period_significance,suspect_period,known_extragalactic,simbad_type,Plx,e_Plx,A0,AG,E(BP-RP),G_absmag,blended_source?,latent_artifact?,cluster_id
VarWISE J080600.85-345321.1,121.50356,-34.8892,cep,0.9974,7.765,0.101,0.106,310,9.98,9.9,9.87,8.69,11.18,10.47,10.14,0.02,0.02,0.05,,0.02,0.03,0.02,14.271027,0.006274,15.572594,0.022239,13.141301,0.015118,5.51105,11.022,16.986,False,False,ClassicalCep,0.0326,0.0338,,,,,0.04,0.06,2772830380499340924
VarWISE J080511.02-342137.0,121.29594,-34.3603,cep,0.9999,7.947,0.09,0.09,385,8.691,8.64,8.68,8.67,9.61,9.06,8.87,0.02,0.02,0.02,,0.02,0.02,0.02,11.753791,0.006508,12.57536,0.024235,10.841391,0.016075,4.0885,8.17705,28.408,False,False,ClassicalCep,0.2733,0.0107,,,,,0.04,0.07,2772830345653058003
VarWISE J081202.84-345105.0,123.01185,-34.8514,cep,0.4894,14.611,0.23,0.289,378,11.451,11.318,10.72,9.31,12.08,11.87,11.81,0.02,0.02,0.08,,0.02,0.02,0.03,13.227643,0.002834,13.556075,0.003443,12.703231,0.004286,52.585,381.0,19.51,False,False,,0.1057,0.0174,,,,,0.04,0.02,2773112108510022914
VarWISE J081025.87-323117.0,122.60781,-32.5214,cep,0.9998,10.863,0.135,0.147,323,8.246,8.203,8.17,8.18,8.95,8.53,8.35,0.02,0.02,0.02,0.26,0.02,0.04,0.02,11.060644,0.007487,11.745914,0.029797,10.200682,0.018997,5.4648,10.92925,29.648,False,False,ClassicalCep,0.2321,0.0128,2.107,1.6803,0.9182,-1.0937939,0.04,0.05,2773674990683468286
VarWISE J080927.23-331543.5,122.36346,-33.2621,cep,0.9999,10.563,0.123,0.129,295,9.295,9.255,9.21,8.83,10.15,9.71,9.51,0.02,0.02,0.03,0.44,0.02,0.03,0.02,11.834576,0.008484,12.436271,0.031362,11.042222,0.019724,3.56285,7.12585,28.295,False,False,ClassicalCep,0.2007,0.0113,,,,,0.04,0.03,2773674949696737005
VarWISE J080847.97-340341.7,122.19989,-34.0616,cep,0.6779,19.127,0.314,0.254,371,11.485,11.354,11.36,9.0,12.73,11.99,11.73,0.02,0.02,0.16,,0.02,0.03,0.02,15.018589,0.004846,15.715816,0.010579,14.168652,0.012436,34.355,68.73,47.292,False,False,,0.1382,0.0213,3.4801,2.96,1.6286,1.859189,0.04,0.07,2773674922249219624
VarWISE J063939.98-465247.6,99.91662,-46.8799,cep,0.9838,6.026,0.087,0.099,613,10.961,11.02,10.97,9.02,11.82,11.18,11.01,0.02,0.02,0.08,,0.03,0.02,0.02,13.76363,0.003714,14.445739,0.008343,12.963559,0.00781,8.26205,16.5245,12.842,False,False,,0.3062,0.0108,,,,,0.04,0.24,2776204458522370783
VarWISE J070418.56-451147.7,106.07737,-45.1966,cep,0.8167,5.523,0.109,0.148,503,12.585,12.604,11.95,9.17,13.21,12.67,12.62,0.02,0.02,0.2,,0.02,0.03,0.03,14.878699,0.005026,15.406025,0.014015,14.187286,0.012145,2.80735,5.61475,13.341,False,False,,0.2145,0.0194,0.8132,0.6508,0.3491,2.8509321,0.04,0.38,2779020241900183838
VarWISE J071855.58-434247.8,109.73162,-43.7133,cep,0.9269,5.763,0.077,0.077,546,10.359,10.355,10.21,9.02,10.81,10.52,10.47,0.02,0.02,0.05,0.37,0.02,0.02,0.02,11.682296,0.003258,11.890838,0.006693,11.313677,0.006035,1.3058,2.611625,32.288,False,False,delSctV*,1.0334,0.0167,,,,,0.04,0.23,2779865279903328045
VarWISE J071953.23-421823.3,109.9718,-42.3065,cep,0.985,5.207,0.059,0.066,507,10.185,10.157,10.16,8.94,10.72,10.45,10.37,0.02,0.02,0.05,,0.02,0.03,0.02,11.299664,0.002874,11.405066,0.003205,11.089571,0.004706,2.697675,5.39555,20.008,False,False,,1.1874,0.0183,,,,,0.04,0.41,2780146795178897465
VarWISE J061344.29-455747.1,93.43457,-45.9631,cep,0.9951,5.998,0.081,0.094,660,11.131,11.123,10.99,9.44,11.61,11.3,11.22,0.02,0.02,0.08,,0.02,0.02,0.02,12.376456,0.002922,12.544941,0.003733,12.069027,0.00533,3.6067,1.80335,19.906,False,False,EclBin,0.805,0.0179,,,,,0.04,0.16,2783521720417697551
VarWISE J062713.97-394636.8,96.80823,-39.7769,cep,0.9272,6.313,0.09,0.101,509,10.433,10.426,10.38,8.86,10.98,10.53,10.45,0.02,0.02,0.06,,0.02,0.02,0.02,12.322188,0.003201,12.762882,0.006447,11.712054,0.005732,51.425,160.5,17.659,False,False,,3.8723,0.0091,0.2055,0.1666,0.0893,5.270451,0.04,0.18,2786899986134322537
VarWISE J070415.25-350536.2,106.06355,-35.0934,cep,0.47,11.702,0.196,0.156,395,11.995,11.933,11.85,9.03,12.66,12.04,11.93,0.02,0.02,0.21,,0.02,0.02,0.02,15.170088,0.005611,15.909333,0.017693,14.301256,0.01556,158.0,52.75,19.568,True,False,,0.4119,0.0205,1.5565,1.2044,0.6561,3.9810429,0.04,0.15,2789153338746410614
VarWISE J065251.68-340147.6,103.21534,-34.0299,cep,0.9862,8.353,0.096,0.102,395,10.07,10.038,9.92,9.1,10.54,10.16,10.07,0.02,0.02,0.04,,0.02,0.02,0.02,11.556221,0.002969,11.754068,0.003724,11.209785,0.005583,3.6562,7.31215,22.76,False,False,EclBin,0.8157,0.0152,1.1234,1.0377,0.5572,0.9589596,0.04,0.04,2789715810834377963
VarWISE J073754.16-380837.6,114.47568,-38.1438,cep,0.9349,6.059,0.077,0.086,411,10.376,10.38,10.26,9.12,11.23,10.66,10.5,0.02,0.02,0.06,0.4,0.02,0.02,0.02,13.099044,0.003642,13.731877,0.008079,12.322513,0.008345,4.577875,9.15565,14.698,False,False,,0.3571,0.0117,1.4393,1.1481,0.6186,0.89498234,0.04,0.19,2792532449783156126
VarWISE J074511.78-365828.9,116.29912,-36.9747,cep,1.0,19.776,0.288,0.253,431,9.13,9.111,8.91,8.11,9.97,9.5,9.31,0.02,0.02,0.03,0.22,0.02,0.02,0.02,12.217486,0.008638,13.037492,0.031723,11.307525,0.01976,13.7672,27.54,31.542,False,False,ClassicalCep,0.1262,0.0101,,,,,0.04,0.2,2793377180629032947
VarWISE J074807.97-345324.7,117.03324,-34.8902,cep,0.9999,11.463,0.167,0.18,406,10.939,10.87,10.89,8.98,11.75,11.28,11.05,0.02,0.02,0.1,,0.03,0.03,0.02,14.591805,0.012063,15.648232,0.052088,13.566229,0.030689,2.91155,5.82305,51.507,False,False,ClassicalCep,0.0472,0.0173,,,,,0.04,0.09,2793658778767265414
VarWISE J075142.96-354215.1,117.92902,-35.7042,cep,0.9999,10.499,0.144,0.137,388,9.897,9.827,9.95,9.09,11.08,10.45,10.24,0.02,0.02,0.05,,0.02,0.02,0.02,13.688706,0.006686,14.750783,0.024611,12.658937,0.015918,7.16525,14.32905,27.121,False,False,ClassicalCep,0.0494,0.0119,,,,,0.04,0.25,2793658929057574482
VarWISE J074543.69-352435.6,116.43207,-35.4099,cep,0.9967,5.765,0.088,0.097,406,11.521,11.465,11.45,9.1,12.23,11.81,11.65,0.02,0.02,0.17,,0.03,0.02,0.02,14.383887,0.006785,15.076937,0.023734,13.554654,0.015283,1.71525,3.43045,20.783,False,False,ClassicalCep,0.0627,0.0157,,,,,0.04,0.36,2793658677919425235
VarWISE J073502.06-355446.7,113.75859,-35.913,cep,0.9997,10.521,0.128,0.143,423,9.841,9.815,9.78,9.1,10.4,10.02,9.89,0.02,0.02,0.04,,0.02,0.03,0.02,12.21771,0.008746,12.771067,0.033044,11.486358,0.020197,4.2434,8.4868,25.897,False,False,ClassicalCep,0.1533,0.0106,,,,,0.04,0.06,2793939704357271162
VarWISE J073331.91-363319.8,113.38298,-36.5555,cep,0.9935,7.095,0.196,0.243,434,13.296,13.296,12.7,9.49,14.0,13.49,13.27,0.02,0.03,,,0.03,0.02,0.04,15.721767,0.004987,16.306068,0.014891,14.96329,0.014164,1.16695,2.333925,25.513,False,False,,0.1664,0.0273,1.3637,1.1013,0.5971,3.2932405,0.04,0.11,2793939641342054291
VarWISE J074437.05-335611.0,116.15441,-33.9364,cep,0.9997,9.598,0.15,0.167,403,11.63,11.555,11.43,9.25,13.24,12.3,11.98,0.02,0.02,0.2,,0.04,0.02,0.03,15.766448,0.007649,17.03365,0.031888,14.662887,0.020199,2.66665,5.3333,35.321,False,False,ClassicalCep,0.0614,0.0281,,,,,0.04,0.09,2794221581282502980
VarWISE J072021.41-343007.2,110.08924,-34.502,cep,0.9991,10.371,0.219,0.237,394,12.468,12.448,12.8,8.57,12.8,12.53,12.43,0.02,0.02,0.52,,0.02,0.02,0.03,14.11396,0.011408,14.470963,0.040317,13.570064,0.025549,2.03605,4.072075,38.579,False,False,ClassicalCep,0.0323,0.0147,0.0107,0.0088,0.0048,0.4941845,0.04,0.12,2795346463617646428
VarWISE J073518.77-313951.1,113.82821,-31.6642,cep,0.9961,9.592,0.138,0.158,353,10.939,10.903,10.94,9.22,11.68,11.19,11.01,0.02,0.02,0.11,,0.02,0.02,0.02,13.808453,0.008178,14.559534,0.031099,12.95529,0.020112,3.382225,6.7644,31.606,False,False,ClassicalCep,0.0817,0.0141,,,,,0.04,0.11,2795910040871145602
VarWISE J072903.19-325820.6,112.26331,-32.9724,cep,0.9992,6.884,0.088,0.082,210,9.446,9.388,9.1,8.85,10.05,9.68,9.57,0.02,0.02,0.03,0.4,0.02,0.02,0.02,10.844539,0.002975,10.982868,0.003674,10.556768,0.005855,3.965925,11.89805,12.836,False,False,SB*,0.8965,0.0134,,,,,0.04,0.19,2796191253301216156
VarWISE J072829.31-324720.4,112.12216,-32.789,cep,0.9969,7.739,0.107,0.107,333,11.183,11.157,10.84,8.63,11.94,11.49,11.33,0.02,0.02,0.09,,0.03,0.03,0.02,13.387571,0.007364,13.915847,0.026668,12.71232,0.016342,2.252875,4.50575,26.23,False,False,ClassicalCep,0.0887,0.0117,,,,,0.04,0.09,2796191229628562545
VarWISE J073243.45-313255.3,113.18108,-31.5487,cep,0.8241,6.868,0.093,0.09,287,10.097,10.06,9.86,9.15,10.54,10.29,10.19,0.02,0.02,0.05,,0.02,0.02,0.02,11.029381,0.002873,11.105177,0.00337,10.857268,0.00474,4.476325,2.2382,23.269,False,False,EclBin,0.8406,0.0228,,,,,0.04,0.1,2796472882259201023
VarWISE J075128.07-350359.7,117.86696,-35.0666,cep,0.9981,9.099,0.152,0.169,347,11.993,11.901,11.69,8.7,13.55,12.69,12.37,0.02,0.02,0.18,,0.03,0.02,0.03,16.694775,0.009428,18.15458,0.035748,15.500585,0.024401,2.1307,4.261375,29.855,False,False,ClassicalCep,0.0408,0.0468,,,,,0.04,0.04,2796755143399511402
VarWISE J075528.89-341131.2,118.87039,-34.192,cep,0.9567,9.438,0.115,0.105,387,10.149,10.104,10.01,8.45,11.23,10.59,10.36,0.02,0.02,0.06,,0.03,0.03,0.02,13.228111,0.004692,13.886174,0.011352,12.40003,0.013091,6.317,12.6341,15.526,False,False,Variable*,0.938,0.0216,1.7307,1.3864,0.7602,2.803648,0.04,0.09,2796755311742088000
VarWISE J075612.48-323609.3,119.05201,-32.6026,cep,0.9934,9.265,0.103,0.11,380,8.579,8.537,8.49,8.61,9.33,8.85,8.68,0.02,0.02,0.02,0.4,0.02,0.03,0.02,11.594601,0.006279,12.40006,0.023116,10.691847,0.01568,4.516975,9.034,16.78,False,False,ClassicalCep,0.2435,0.0129,,,,,0.04,0.14,2797036817186207018
VarWISE J075839.86-333014.7,119.66612,-33.5041,cep,1.0,10.286,0.121,0.13,389,8.694,8.649,8.58,8.12,9.48,8.99,8.77,0.02,0.02,0.02,0.21,0.02,0.03,0.02,11.671998,0.007904,12.447872,0.02877,10.776989,0.018301,4.403,8.806,29.349,False,False,ClassicalCep,0.2416,0.0129,2.4054,1.8674,1.0159,-1.1801844,0.04,0.13,2797036920215099489
VarWISE J075922.31-332125.5,119.84299,-33.3571,cep,0.9992,10.754,0.148,0.154,300,10.13,10.075,10.0,8.57,10.99,10.44,10.22,0.02,0.02,0.05,,0.02,0.02,0.02,13.356656,0.008881,14.252313,0.034043,12.423621,0.021121,5.28135,10.5626,23.524,False,False,ClassicalCep,0.0848,0.012,,,,,0.04,0.04,2797036949893993123
VarWISE J074751.54-321016.6,116.96477,-32.1713,cep,0.9998,14.991,0.188,0.203,362,9.703,9.64,9.79,8.61,10.63,10.03,9.8,0.02,0.02,0.04,,0.02,0.02,0.02,13.150047,0.010658,14.110227,0.040536,12.165768,0.026518,5.86355,11.72645,51.158,False,False,ClassicalCep,0.119,0.0148,,,,,0.04,0.16,2797317941988861009
VarWISE J074354.84-323013.6,115.97854,-32.5038,cep,0.9883,10.148,0.142,0.15,364,11.218,11.167,11.19,9.32,12.14,11.55,11.33,0.02,0.02,0.1,,0.02,0.02,0.02,14.855443,0.008842,15.838333,0.033593,13.824023,0.023102,3.149175,6.2983,40.211,False,False,ClassicalCep,0.0815,0.0194,,,,,0.04,0.12,2797317776515182926
VarWISE J074750.45-321114.6,116.96022,-32.1874,cep,0.999,10.376,0.137,0.133,359,9.809,9.752,9.68,8.94,10.7,10.15,9.92,0.02,0.02,0.04,,0.02,0.02,0.02,13.351004,0.006053,14.351406,0.022803,12.353767,0.014208,7.0347,14.0694,21.433,False,False,ClassicalCep,0.106,0.012,,,,,0.04,0.13,2797317941217109234
VarWISE J075049.50-323938.8,117.70626,-32.6608,cep,0.9999,11.376,0.163,0.162,361,10.791,10.723,10.7,8.77,11.92,11.24,10.95,0.02,0.02,0.09,,0.02,0.02,0.02,14.582836,0.009951,15.694094,0.040133,13.515368,0.025577,3.68505,7.37025,32.167,False,False,ClassicalCep,0.11,0.0207,,,,,0.04,0.12,2797318066391922544
VarWISE J074709.78-325705.0,116.79075,-32.9514,cep,0.9779,23.631,0.382,0.502,367,11.496,11.321,11.65,9.11,12.24,11.93,11.67,0.02,0.02,0.2,,0.03,0.02,0.02,14.315869,0.002836,15.040613,0.003806,13.467525,0.004308,163.5,200.5,30.025,True,False,,0.2922,0.0147,3.8112,3.2736,1.8034,1.3790054,0.04,0.12,2797317912796512970
VarWISE J080346.83-321409.9,120.94515,-32.2361,cep,0.9768,9.197,0.144,0.137,366,11.281,11.263,11.32,9.12,12.17,11.55,11.38,0.02,0.02,0.14,,0.03,0.02,0.02,14.280776,0.004056,15.057509,0.01035,13.410212,0.009572,8.8476,17.697,15.241,False,False,Type2Cep,0.1167,0.0156,,,,,0.04,0.1,2797881559742588633
VarWISE J075636.93-305710.0,119.15388,-30.9528,cep,0.9998,9.769,0.125,0.119,374,10.734,10.677,10.78,8.71,11.64,11.07,10.84,0.02,0.02,0.1,,0.02,0.02,0.02,13.915282,0.008651,14.783733,0.035169,12.989627,0.022499,2.4944,4.9888,25.421,False,False,ClassicalCep,0.1202,0.0154,,,,,0.04,0.36,2798444209165726904
VarWISE J080458.78-285139.2,121.24493,-28.8609,cep,0.9969,10.789,0.124,0.136,360,9.167,9.118,9.07,9.09,10.03,9.49,9.32,0.02,0.02,0.03,0.52,0.03,0.02,0.02,11.997392,0.009474,12.692595,0.036284,11.129347,0.022675,4.17435,8.34855,33.044,False,False,ClassicalCep,0.196,0.0115,,,,,0.04,0.12,2798726034954003201
VarWISE J074652.12-303957.2,116.71718,-30.6659,cep,0.9997,12.794,0.193,0.197,358,11.146,11.096,11.14,9.27,12.22,11.67,11.49,0.02,0.02,0.1,,0.02,0.02,0.02,14.166552,0.014309,14.945894,0.053585,13.275466,0.033979,2.969225,5.93855,49.215,False,False,ClassicalCep,0.0223,0.0213,,,,,0.04,0.04,2799288225285433731
VarWISE J074441.72-295237.1,116.17384,-29.877,cep,0.9941,7.874,0.137,0.141,358,12.131,12.006,11.37,8.96,12.75,12.46,12.31,0.02,0.02,0.1,,0.02,0.02,0.03,14.248869,0.004938,14.697875,0.014594,13.609631,0.013589,6.7973,3.39865,14.81,False,False,Type2Cep,0.1179,0.016,,,,,0.04,0.13,2799288134118034098
VarWISE J074400.11-300829.4,116.00046,-30.1415,cep,0.9993,11.674,0.164,0.17,366,10.898,10.862,10.93,8.6,11.36,11.1,10.96,0.02,0.02,0.09,,0.02,0.02,0.02,13.247743,0.010858,13.807859,0.039348,12.527809,0.024892,3.390475,6.78095,28.037,False,False,ClassicalCep,0.0351,0.0135,,,,,0.04,0.31,2799288105043121415
VarWISE J073716.86-293627.7,114.32029,-29.6077,cep,0.998,11.671,0.155,0.171,341,10.911,10.847,10.73,8.78,11.88,11.28,11.1,0.02,0.02,0.1,,0.02,0.02,0.02,14.248761,0.00792,15.16867,0.029492,13.294639,0.019016,3.591625,7.1833,47.743,False,False,ClassicalCep,0.0541,0.0155,,,,,0.04,0.26,2799569298129043501
VarWISE J074137.11-273807.0,115.40466,-27.6353,cep,0.9715,34.152,0.564,0.605,342,11.378,11.162,11.74,8.97,12.45,12.26,12.18,0.02,0.02,0.22,,0.03,0.03,0.03,13.477075,0.004057,13.826562,0.007425,12.923428,0.012037,345.0,689.0,57.288,True,False,,0.109,0.0116,2.3378,2.1442,1.1716,0.39009953,0.04,0.1,2799850955037864737
VarWISE J074201.87-280350.7,115.50783,-28.0641,cep,0.9984,12.755,0.176,0.182,336,11.056,10.978,11.1,9.19,11.88,11.4,11.13,0.02,0.02,0.16,,0.02,0.02,0.02,14.901716,0.006934,16.05859,0.024224,13.821686,0.02036,2.897625,5.7952,70.253,False,False,ClassicalCep,0.1332,0.0193,,,,,0.04,0.13,2799850972335178721
VarWISE J075357.63-282203.3,118.49014,-28.3676,cep,0.9992,12.162,0.114,0.128,295,9.536,9.488,9.61,8.52,10.34,9.86,9.63,0.02,0.02,0.05,,0.02,0.02,0.02,12.628053,0.009592,13.437079,0.035723,11.750662,0.022479,5.80065,11.60055,36.01,False,False,ClassicalCep,0.1525,0.012,,,,,0.04,0.08,2800132947658805180
VarWISE J075520.91-281922.4,118.83713,-28.3229,cep,0.4823,15.476,0.467,0.72,357,13.116,12.982,11.95,9.08,13.77,13.5,13.42,0.03,0.03,,,0.03,0.03,0.04,14.928176,0.002899,15.2437,0.004567,14.412149,0.004472,378.5,351.0,40.759,True,False,,0.1039,0.0222,,,,,0.04,0.1,2800133005875744253
VarWISE J075742.16-273606.8,119.42569,-27.6019,cep,0.9922,16.251,0.198,0.226,340,8.416,8.368,8.28,8.19,9.28,8.81,8.62,0.02,0.02,0.02,0.25,0.02,0.05,0.02,11.665403,0.009901,12.484674,0.039119,10.746239,0.026696,13.45825,20.1845,33.701,False,False,ClassicalCep,0.1146,0.0135,,,,,0.04,0.24,2800414579603141075
VarWISE J075703.71-280941.7,119.26546,-28.1616,cep,0.9999,11.514,0.148,0.158,338,9.166,9.124,9.27,8.93,9.76,9.45,9.28,0.02,0.02,0.04,,0.02,0.02,0.02,11.668771,0.009724,12.337797,0.028367,10.893263,0.025078,3.331275,6.6625,59.456,False,False,ClassicalCep,0.1619,0.0147,,,,,0.04,0.03,2800414552726046640
VarWISE J075912.19-264156.0,119.80082,-26.6989,cep,0.9994,8.499,0.116,0.119,340,10.164,10.128,10.15,8.46,10.82,10.4,10.22,0.02,0.02,0.06,,0.03,0.02,0.02,12.735744,0.005098,13.364761,0.016962,11.950965,0.010734,3.716575,7.43325,20.528,False,False,ClassicalCep,0.1286,0.0131,,,,,0.04,0.25,2800414642534469261
VarWISE J070310.55-314201.0,105.79396,-31.7003,cep,0.7709,23.645,0.314,0.33,356,8.992,8.976,8.91,8.6,9.45,9.13,9.04,0.02,0.02,0.03,0.38,0.03,0.02,0.02,10.700988,0.008032,11.080548,0.023145,10.156948,0.021504,1.280875,2.561725,98.1,False,False,EclBin,1.0516,0.0125,0.1554,0.1286,0.0689,0.8638382,0.04,0.49,2802101142443692523
VarWISE J070920.67-305420.8,107.33614,-30.9058,cep,0.9965,5.578,0.072,0.074,367,10.149,10.141,10.02,8.65,10.67,10.29,10.19,0.02,0.02,0.05,,0.03,0.02,0.02,12.145118,0.003408,12.622358,0.006271,11.494681,0.006402,4.285025,8.56995,14.621,False,False,EclBin,0.3421,0.0108,0.802,0.6565,0.3513,0.085591316,0.04,0.17,2802101401165132514
VarWISE J072315.15-294321.0,110.81313,-29.7225,cep,0.9986,11.022,0.155,0.155,335,10.78,10.764,10.64,9.18,11.56,11.15,11.08,0.02,0.02,0.08,,0.03,0.03,0.02,12.870011,0.00909,13.378344,0.031521,12.242732,0.0197,3.3363,6.6726,39.02,False,False,ClassicalCep,0.1309,0.0154,,,,,0.04,0.04,2802664934462342313
VarWISE J072842.36-295803.7,112.17654,-29.9677,cep,0.9041,9.426,0.138,0.158,342,11.628,11.647,11.33,8.61,12.49,11.82,11.67,0.02,0.02,0.17,,0.03,0.02,0.02,14.70989,0.00593,15.477163,0.017445,13.849261,0.015112,10.8734,8.9972,15.319,False,False,EclBin,0.137,0.0183,,,,,0.04,0.03,2802665163202907709
VarWISE J071704.68-284924.5,109.26952,-28.8235,cep,0.9928,6.927,0.091,0.093,357,10.517,10.479,10.3,8.66,11.18,10.82,10.67,0.02,0.02,0.06,,0.02,0.03,0.02,12.717139,0.005354,13.231222,0.017602,12.043005,0.011171,3.96985,7.93955,14.565,False,False,ClassicalCep,0.1174,0.0111,1.2596,1.0333,0.5583,-0.7783718,0.04,0.14,2803227625442648459
VarWISE J071250.41-280917.2,108.21006,-28.1548,cep,0.8985,15.734,0.355,0.403,332,12.618,12.507,12.4,8.57,13.08,12.85,12.72,0.02,0.02,0.38,,0.02,0.02,0.03,13.856521,0.006228,13.979847,0.015739,13.588464,0.019654,334.0,832.0,28.842,False,False,Variable*,0.0999,0.0134,1.2966,1.2468,0.6768,0.5697775,0.04,0.03,2804916297565079404
VarWISE J071140.16-265840.4,107.91735,-26.9779,cep,0.9983,5.505,0.086,0.098,348,11.576,11.563,11.47,9.06,11.94,11.69,11.64,0.02,0.02,0.14,0.52,0.02,0.02,0.03,13.239075,0.007099,13.586501,0.023307,12.717565,0.014243,1.1444,2.2888,19.529,False,False,ClassicalCep,0.0915,0.0123,,,,,0.04,0.09,2804916248441379187
VarWISE J070746.77-245510.1,106.9449,-24.9195,cep,0.9902,7.363,0.086,0.078,313,8.962,8.946,8.9,8.91,9.75,9.3,9.12,0.02,0.02,0.03,0.49,0.02,0.03,0.02,11.279051,0.004353,11.824433,0.012863,10.569726,0.008914,11.18115,11.9135,12.527,False,False,ClassicalCep,0.13,0.0169,,,,,0.04,0.03,2805479035253131531
VarWISE J072840.27-292039.1,112.1678,-29.3442,cep,0.9999,12.806,0.185,0.195,330,10.862,10.834,11.13,8.93,11.58,11.17,11.05,0.02,0.02,0.13,,0.03,0.03,0.02,12.699467,0.017603,13.162874,0.063925,12.160365,0.038196,2.70165,5.4033,68.401,False,False,ClassicalCep,0.144,0.0184,,,,,0.04,0.03,2805761386487100898
VarWISE J073112.11-281058.4,112.80047,-28.1829,cep,0.9999,10.865,0.128,0.146,338,9.722,9.685,9.64,8.81,10.47,10.01,9.84,0.02,0.02,0.04,,0.02,0.02,0.02,12.173072,0.009246,12.728461,0.033905,11.431826,0.021387,4.712025,9.42425,24.067,False,False,ClassicalCep,0.1391,0.0108,,,,,0.04,0.05,2805761492636534917
VarWISE J073139.85-292528.1,112.91608,-29.4245,cep,0.5076,11.53,0.228,0.264,324,12.347,12.232,11.97,8.44,13.08,12.87,12.69,0.02,0.02,0.21,,0.02,0.02,0.03,13.824953,0.004798,14.048379,0.011494,13.428727,0.013494,224.5,448.5,23.417,False,False,LongPeriodV*_Candidate,0.0868,0.0136,1.882,1.785,0.9745,0.8046751,0.04,0.06,2805761512031009029
VarWISE J073453.39-265120.8,113.72248,-26.8558,cep,0.999,10.295,0.129,0.133,281,10.257,10.191,10.04,8.83,11.34,10.77,10.55,0.02,0.02,0.05,0.53,0.02,0.02,0.02,13.519551,0.007215,14.399061,0.027731,12.574425,0.018356,3.552475,7.10485,30.876,False,False,ClassicalCep,0.1019,0.0151,,,,,0.04,0.16,2806043122299163822
VarWISE J072247.78-264252.2,110.69909,-26.7145,cep,0.9976,11.544,0.159,0.168,337,10.894,10.859,10.93,8.86,11.49,11.11,10.94,0.02,0.02,0.12,,0.02,0.02,0.02,12.932802,0.010272,13.422214,0.038313,12.300437,0.023888,2.54535,5.09065,45.905,False,False,ClassicalCep,0.054,0.0152,,,,,0.04,0.07,2806324090033524521
VarWISE J072440.58-261118.6,111.16912,-26.1885,cep,0.9998,12.613,0.16,0.171,329,8.206,8.147,8.08,7.86,9.18,8.51,8.34,0.02,0.02,0.02,0.17,0.03,0.04,0.03,11.539311,0.007634,12.42208,0.028781,10.582234,0.018113,5.8158,11.6314,32.133,False,False,ClassicalCep,0.2745,0.0153,,,,,0.04,0.25,2806324168886434461
VarWISE J072629.43-275530.0,111.62264,-27.925,cep,0.9982,12.235,0.15,0.159,327,10.646,10.617,10.7,9.01,11.43,11.01,10.83,0.02,0.02,0.09,,0.02,0.02,0.02,12.842499,0.010891,13.360847,0.04053,12.175735,0.024829,3.18495,6.36995,52.754,False,False,ClassicalCep,0.1109,0.016,,,,,0.04,0.24,2806324244971126386
VarWISE J073115.71-255426.6,112.81549,-25.9074,cep,0.994,11.087,0.132,0.136,324,9.55,9.518,9.54,8.71,9.99,9.74,9.6,0.02,0.02,0.04,0.35,0.02,0.03,0.02,11.668636,0.009356,12.156692,0.033729,10.986132,0.02344,2.148,4.295975,39.155,False,False,ClassicalCep,0.2523,0.0165,0.9729,0.8038,0.4348,-0.44114113,0.04,0.33,2806605920083226530
VarWISE J073335.50-255037.3,113.39793,-25.8437,cep,0.9915,9.095,0.118,0.13,319,10.566,10.52,10.6,8.87,11.44,10.94,10.76,0.02,0.02,0.08,,0.02,0.02,0.02,13.284408,0.00978,13.967049,0.037613,12.475142,0.023684,6.07635,2.870275,13.269,False,False,ClassicalCep,0.1524,0.016,,,,,0.04,0.3,2806606017793731877
VarWISE J073731.88-255154.3,114.38285,-25.8651,cep,0.6444,11.235,0.768,1.398,303,14.623,14.235,12.7,9.0,15.58,15.32,15.32,0.04,0.08,,,0.05,0.1,0.17,17.63973,0.011053,17.852255,0.008539,16.574963,0.005579,158.0,52.74,20.167,True,False,,,,,,,,0.05,0.04,2806887658026020347
VarWISE J074048.97-252727.7,115.20408,-25.4577,cep,0.9998,8.726,0.107,0.109,314,9.025,8.964,9.0,8.25,9.95,9.39,9.18,0.02,0.02,0.03,0.33,0.02,0.02,0.02,12.400135,0.005524,13.346538,0.018526,11.4387,0.012368,4.17095,8.3415,20.227,False,False,ClassicalCep,0.2408,0.0133,3.1348,2.423,1.3321,-1.099225,0.04,0.18,2806887795800514065
VarWISE J074522.32-240013.6,116.34304,-24.0038,cep,0.8132,6.767,0.095,0.096,297,10.818,10.826,10.81,8.96,11.01,10.99,10.92,0.02,0.02,0.11,,0.02,0.02,0.02,11.648991,0.003438,11.817223,0.00668,11.316177,0.006878,1.1213,2.242625,27.298,False,False,EclBin,0.1878,0.0217,1.5934,1.5145,0.8238,-0.9354992,0.04,0.14,2807169461852923206
VarWISE J073038.70-244115.0,112.66125,-24.6875,cep,0.9999,11.724,0.155,0.168,308,10.047,9.998,10.04,9.33,11.06,10.5,10.3,0.02,0.02,0.05,,0.02,0.02,0.02,13.088834,0.006885,13.89741,0.024482,12.213992,0.015646,3.91815,7.8363,29.476,False,False,ClassicalCep,0.187,0.0144,,,,,0.04,0.08,2807450319126102011
