Designation,ra,dec,type,confidence,variability_snr,W1_amp,W2_amp,n_obs,W1mag,W2mag,W3mag,W4mag,Jmag,Hmag,Kmag,W1emag,W2emag,W3emag,W4emag,Jemag,Hemag,Kemag,Gmag,Gemag,BPmag,BPemag,RPmag,RPemag,period1,period2,period_significance,suspect_period,known_extragalactic,simbad_type,Plx,e_Plx,A0,AG,E(BP-RP),G_absmag,blended_source?,latent_artifact?,cluster_id
VarWISE J042001.78+171645.8,65.00744,17.2794,cep,1.0,14.433,0.595,0.559,259,13.773,13.66,12.02,9.03,14.24,13.76,13.69,0.03,0.04,,,0.03,0.03,0.05,16.832605,0.023946,17.556614,0.078008,15.971767,0.066747,16.638,33.295,26.292,False,False,Type2Cep,-0.1003,0.078,,,,,0.04,0.08,23654804476336294
VarWISE J032808.58+182854.4,52.03576,18.4818,cep,0.999,8.103,0.103,0.094,238,8.148,8.139,8.14,8.12,8.78,8.31,8.22,0.02,0.02,0.02,0.29,0.02,0.02,0.02,10.008802,0.003403,10.308434,0.004631,9.522552,0.006566,4.401175,8.80245,18.41,False,False,Variable*,1.6484,0.0159,1.6299,1.4776,0.7965,1.1560059,0.04,0.02,28719177783765421
VarWISE J032404.29+211344.7,51.0179,21.2291,cep,0.9982,10.165,0.332,0.393,229,13.674,13.656,12.44,8.89,14.53,14.05,13.97,0.03,0.04,,,0.03,0.04,0.05,16.170671,0.012024,16.764969,0.044546,15.356056,0.03271,14.66185,29.326,14.61,False,False,ClassicalCep,0.008,0.0549,,,,,0.04,0.02,30407856868720221
VarWISE J023601.29+242744.6,39.00539,24.4624,cep,0.9898,7.849,0.095,0.117,252,10.344,10.321,10.18,8.56,10.81,10.44,10.32,0.02,0.02,0.07,,0.02,0.02,0.02,11.952897,0.003256,12.249406,0.007158,11.485858,0.006699,2.0724,1.0362,16.399,False,False,,1.5974,0.0156,0.8293,0.7274,0.3937,3.003852,0.04,0.16,50953514805493776
VarWISE J030451.07+242044.8,46.21281,24.3458,cep,0.8708,23.13,0.525,0.514,262,12.777,12.645,12.38,8.83,13.12,12.85,12.66,0.02,0.03,0.53,,0.02,0.02,0.02,14.713361,0.063244,15.146755,0.254732,14.252507,0.166036,41.645,85.67,13.364,False,False,,1.7525,0.0262,0.143,0.1195,0.0661,6.056345,0.04,0.08,55739798610642078
VarWISE J033156.08+275625.8,52.9837,27.9405,cep,0.9771,5.488,0.063,0.068,256,10.066,10.033,10.07,8.48,10.56,10.25,10.12,0.02,0.02,0.06,,0.02,0.02,0.02,11.412593,0.003073,11.6055,0.00359,11.07026,0.00554,2.57945,5.1589,16.016,False,False,,1.2316,0.021,,,,,0.04,0.04,59681584253073459
VarWISE J030945.21+295250.8,47.43839,29.8808,cep,0.9455,24.081,1.961,1.729,157,14.54,14.321,12.08,8.78,14.26,13.98,13.8,0.03,0.03,0.34,,0.03,0.04,0.04,19.126156,0.009044,19.360403,0.05862,18.605856,0.045323,39.605,605.0,21.401,False,False,CataclyV*,2.402,0.2011,,,,,0.06,0.03,61369503766359144
VarWISE J030228.99+352120.8,45.62083,35.3558,cep,0.868,7.526,0.08,0.087,259,9.417,9.398,9.46,8.74,9.89,9.65,9.54,0.02,0.02,0.05,,0.02,0.02,0.02,10.677315,0.002853,10.85716,0.003262,10.3578,0.004903,3.7175,2.47835,13.565,False,False,,1.8739,0.0183,0.8928,0.8211,0.4401,1.8564911,0.04,0.05,69250498171524746
VarWISE J051149.69+302725.2,77.95708,30.457,cep,0.9794,11.416,0.163,0.186,248,11.303,11.26,11.0,8.44,12.13,11.65,11.39,0.02,0.02,0.14,,0.02,0.03,0.02,14.154536,0.005713,14.849071,0.0165,13.337125,0.014394,3.44425,1.7221,22.742,False,False,PulsV*,1.009,0.0204,1.352,1.0543,0.5669,4.4113264,0.04,0.04,77981647580501478
VarWISE J044204.09+274020.9,70.51705,27.6725,cep,0.9901,7.53,0.114,0.123,269,10.746,10.722,10.61,8.4,11.64,11.14,10.95,0.02,0.02,0.1,,0.02,0.02,0.02,13.309811,0.003237,13.804378,0.004497,12.626124,0.007881,8.42905,16.861,15.854,False,False,EclBin,0.3428,0.0172,,,,,0.04,0.08,78824824285790891
VarWISE J043821.88+374451.0,69.59118,37.7475,cep,0.931,5.723,0.079,0.082,273,10.762,10.719,10.55,8.72,11.83,11.16,10.9,0.02,0.02,0.1,0.51,0.02,0.02,0.02,14.302323,0.002943,15.201982,0.005535,13.319529,0.005162,3.922825,1.9614,15.343,False,False,Variable*,0.7357,0.0211,4.528,3.7859,2.0922,3.4225788,0.04,0.12,87550393223477533
VarWISE J042145.61+340411.2,65.44005,34.0698,cep,0.9958,9.326,0.129,0.147,248,11.583,11.551,11.66,8.86,12.1,11.71,11.61,0.02,0.02,0.34,,0.02,0.03,0.02,13.649755,0.016688,14.139874,0.060987,12.99287,0.041293,2.113575,4.227125,50.56,False,False,ClassicalCep,0.1114,0.0228,,,,,0.04,0.11,87831171744434374
VarWISE J042512.63+374527.3,66.30266,37.7576,cep,0.9753,6.579,0.081,0.065,264,8.998,8.813,8.66,8.87,10.16,9.53,9.29,0.02,0.02,0.02,0.48,0.03,0.03,0.02,12.58891,0.005173,13.183675,0.00533,11.474612,0.006114,6.64955,13.29895,14.135,False,False,,1.8861,0.4085,,,,,0.04,0.1,89520166341703864
VarWISE J051348.98+311429.3,78.45409,31.2415,cep,0.9952,5.935,0.084,0.09,278,11.329,11.284,11.34,9.02,12.1,11.65,11.51,0.02,0.02,0.22,,0.02,0.03,0.02,13.963971,0.006912,14.618073,0.023666,13.164148,0.016233,1.083175,2.166325,29.364,False,False,ClassicalCep,0.2191,0.0208,,,,,0.04,0.25,90085154961815361
VarWISE J050755.60+330323.7,76.98167,33.0566,cep,0.9972,9.327,0.138,0.165,246,11.861,11.831,11.81,8.26,12.5,12.17,11.98,0.02,0.02,0.3,,0.03,0.03,0.02,14.620964,0.010698,15.3244,0.039569,13.801907,0.025214,1.6681,3.3362,40.44,False,False,RRLyrae,0.0855,0.0243,,,,,0.04,0.08,90647857887490138
VarWISE J050149.92+371627.8,75.45801,37.2744,cep,0.9971,9.038,0.133,0.138,265,11.4,11.351,11.34,8.99,12.22,11.75,11.58,0.02,0.02,0.18,,0.02,0.02,0.02,14.514585,0.008302,15.302934,0.028086,13.586365,0.01868,2.415475,4.8311,38.599,False,False,ClassicalCep,-0.028,0.0385,,,,,0.04,0.12,93180877043403672
VarWISE J051527.17+372220.6,78.86323,37.3724,cep,0.9989,11.865,0.15,0.16,277,9.543,9.472,9.55,8.29,10.55,9.98,9.76,0.02,0.02,0.04,,0.02,0.02,0.02,13.117223,0.008512,14.096365,0.03039,12.131433,0.021155,4.910825,9.8218,37.539,False,False,ClassicalCep,0.0906,0.0183,,,,,0.04,0.34,93462923317872580
VarWISE J054229.25+373846.6,85.62189,37.6463,cep,1.0,14.061,0.172,0.175,245,9.101,9.044,8.99,8.52,9.74,9.37,9.2,0.02,0.02,0.03,,0.02,0.03,0.02,12.059344,0.009941,12.794094,0.042238,11.157917,0.026572,3.4129,6.82585,57.448,False,False,ClassicalCep,0.2156,0.0211,,,,,0.04,0.16,94871432123120913
VarWISE J054413.99+373512.8,86.0583,37.5869,cep,1.0,14.176,0.175,0.201,212,8.649,8.597,8.67,8.59,9.37,8.86,8.67,0.02,0.02,0.03,0.38,0.02,0.03,0.02,11.647738,0.010876,12.388053,0.044044,10.72988,0.028931,5.2599,10.51945,36.29,False,False,ClassicalCep,0.1775,0.021,,,,,0.04,0.22,94871505338892131
VarWISE J052855.48+381915.2,82.23117,38.3209,cep,0.9678,8.592,0.091,0.1,255,9.689,9.643,9.62,8.54,10.16,9.95,9.84,0.02,0.02,0.06,,0.02,0.03,0.02,11.358702,0.003759,11.739292,0.008554,10.787234,0.008781,3.621875,7.2437,32.122,False,False,Variable*,0.3094,0.019,2.476,2.2559,1.2332,-0.647748,0.04,0.16,95152338234761911
VarWISE J053108.42+393008.2,82.78511,39.5023,cep,0.9965,6.66,0.1,0.093,258,11.19,11.147,10.84,8.32,11.97,11.48,11.32,0.02,0.02,0.11,,0.02,0.02,0.01,13.420405,0.003137,13.794001,0.004952,12.850237,0.007489,2.691475,5.38305,23.017,False,False,Variable*,0.5887,0.0166,,,,,0.04,0.06,95152431163749521
VarWISE J053001.59+401505.4,82.50664,40.2515,cep,0.959,8.091,0.121,0.128,269,11.255,11.234,11.02,8.46,11.94,11.46,11.36,0.02,0.02,0.16,,0.02,0.02,0.02,13.465191,0.003433,13.854098,0.005096,12.889207,0.008083,3.555875,7.11145,15.741,False,False,RSCVnV*,0.5455,0.0157,2.1486,1.9238,1.0443,2.2338848,0.04,0.24,96841234299459405
VarWISE J052631.84+430932.7,81.63267,43.1591,cep,0.9618,7.818,0.106,0.113,225,10.844,10.729,10.69,8.39,11.58,11.16,10.99,0.02,0.02,0.1,,0.02,0.02,0.02,12.673756,0.003067,12.956569,0.004232,12.208006,0.006394,2.261825,4.523675,22.356,False,False,RSCVnV*,0.767,0.0137,,,,,0.04,0.34,97685512613471673
VarWISE J054657.26+433213.9,86.73859,43.5372,cep,0.9877,9.351,0.112,0.114,263,8.552,8.545,8.54,8.83,8.63,8.64,8.6,0.02,0.02,0.02,0.38,0.02,0.03,0.02,9.0036,0.003002,9.088183,0.004364,8.800209,0.005287,5.1627,10.3254,24.255,False,False,,0.4673,0.0265,1.0493,1.0092,0.5461,-2.0835867,0.04,0.33,97967844218050292
VarWISE J053626.75+443528.6,84.11148,44.5913,cep,0.9997,10.591,0.121,0.149,277,9.778,9.745,9.77,8.5,10.26,9.93,9.83,0.02,0.02,0.04,0.43,0.02,0.03,0.02,12.118048,0.006332,12.681332,0.021174,11.346183,0.026055,4.4047,8.80955,32.061,False,False,ClassicalCep,0.0828,0.0171,,,,,0.04,0.45,98530353417219527
VarWISE J045518.11+395846.9,73.82547,39.9797,cep,0.9997,11.456,0.156,0.162,283,10.789,10.747,10.7,8.81,11.45,11.1,10.97,0.02,0.02,0.1,,0.02,0.02,0.02,13.428235,0.013421,14.11959,0.046993,12.62384,0.033685,2.1206,4.241125,65.426,False,False,ClassicalCep,0.1306,0.0196,,,,,0.04,0.08,99936002596381163
VarWISE J050336.04+402940.2,75.90017,40.4945,cep,0.9953,31.874,0.362,0.188,273,8.384,8.177,7.8,7.84,9.25,8.65,8.42,0.02,0.02,0.02,0.22,0.03,0.02,0.02,12.07313,0.015281,13.032299,0.055577,11.050992,0.039282,388.0,688.0,29.924,True,False,RVTauV*,0.1756,0.0173,,,,,0.04,0.36,100217825649987023
VarWISE J044357.87+405005.2,70.99116,40.8348,cep,0.9999,9.835,0.11,0.116,263,8.316,8.273,8.22,8.64,9.07,8.6,8.44,0.02,0.02,0.02,0.43,0.02,0.02,0.01,11.157831,0.007062,11.880491,0.023942,10.278842,0.015788,8.6393,17.278,25.386,False,False,ClassicalCep,0.2038,0.0231,,,,,0.04,0.13,101342901963292804
VarWISE J044940.93+431320.6,72.42058,43.2224,cep,0.8707,10.537,0.334,0.248,275,13.32,13.233,12.14,9.06,13.75,13.42,13.26,0.03,0.03,,,0.03,0.03,0.04,15.165038,0.002829,15.609153,0.003766,14.526667,0.004092,160.5,40.055,19.569,True,False,,0.6904,0.0389,0.7542,0.6217,0.3369,5.117985,0.04,0.19,101624616736727872
VarWISE J044534.82+433422.0,71.3951,43.5728,cep,0.9997,12.411,0.144,0.155,226,9.798,9.735,9.81,8.39,10.96,10.38,10.13,0.02,0.02,0.06,,0.02,0.03,0.02,13.287326,0.01009,14.282758,0.038428,12.296875,0.024342,4.372475,8.7451,36.313,False,False,ClassicalCep,0.0069,0.0241,,,,,0.04,0.24,102187394656572816
VarWISE J045615.22+444654.8,74.06342,44.7819,cep,0.9998,12.715,0.165,0.169,262,9.329,9.266,9.24,8.51,10.21,9.63,9.41,0.02,0.02,0.03,,0.02,0.03,0.02,12.583887,0.010504,13.506232,0.038644,11.644569,0.025772,3.407125,6.81435,59.137,False,False,ClassicalCep,0.2246,0.0152,3.2672,2.5582,1.4047,-0.054559708,0.04,0.12,103032267253147221
VarWISE J052333.55+444536.3,80.88982,44.7601,cep,0.9994,8.527,0.111,0.11,253,9.96,9.912,9.87,8.94,10.85,10.33,10.17,0.02,0.02,0.05,,0.02,0.03,0.02,12.725514,0.007517,13.432894,0.028464,11.905406,0.017613,2.47685,4.9538,32.274,False,False,ClassicalCep,0.2151,0.0152,2.0448,1.6227,0.8901,0.483078,0.04,0.16,103596362469664559
VarWISE J051749.03+442823.5,79.45431,44.4732,cep,0.9734,28.199,0.502,0.57,267,11.703,11.547,11.4,8.96,12.57,12.17,11.99,0.02,0.02,0.18,,0.02,0.03,0.02,14.178961,0.004826,14.606317,0.011165,13.529277,0.017559,496.0,432.0,20.763,True,False,Variable*,0.1565,0.0191,2.7398,2.4804,1.357,1.1791286,0.04,0.06,104159071602930276
VarWISE J053139.21+472931.5,82.91339,47.4921,cep,0.9213,6.002,0.067,0.068,291,8.088,8.098,8.03,7.62,8.89,8.4,8.25,0.02,0.02,0.02,0.19,0.03,0.03,0.02,10.269798,0.003111,10.608013,0.004407,9.740506,0.006096,11.0125,22.0265,13.15,False,False,SB*,1.2444,0.0185,0.6674,0.5721,0.3127,0.89339256,0.04,0.06,104441126920289399
VarWISE J034413.77+315535.0,56.05738,31.9264,cep,0.9676,7.728,0.107,0.085,276,11.13,10.874,11.96,8.73,13.68,12.19,11.64,0.02,0.02,0.44,,0.02,0.02,0.02,18.436974,0.005424,20.768862,0.184131,16.922209,0.013342,8.31745,16.635,12.509,False,False,YSO,3.8464,0.2579,7.6657,4.5545,2.8072,11.796431,0.04,0.09,108095795928554624
VarWISE J040046.83+370847.7,60.19513,37.1466,cep,0.9809,5.799,0.059,0.057,265,8.565,8.538,8.64,7.88,8.83,8.71,8.62,0.02,0.02,0.03,0.19,0.02,0.02,0.02,10.043316,0.003094,10.408466,0.00487,9.483829,0.00577,4.513975,9.02795,14.213,False,False,PulsV*,0.4886,0.0226,2.3498,2.1422,1.1696,-0.75302505,0.04,0.19,110066814956343446
VarWISE J033632.97+363849.9,54.13738,36.6472,cep,0.8809,7.167,0.109,0.109,275,11.457,11.404,11.22,8.4,12.2,11.77,11.62,0.02,0.02,0.16,,0.02,0.02,0.02,13.325601,0.003157,13.601061,0.005022,12.870064,0.007412,2.67455,5.3493,20.951,False,False,RSCVnV*,0.4827,0.0164,,,,,0.04,0.18,111191698549777432
VarWISE J041706.06+414354.4,64.27527,41.7318,cep,0.9998,12.642,0.144,0.154,273,8.049,8.003,8.04,7.91,8.68,8.22,8.1,0.02,0.02,0.03,0.34,0.03,0.04,0.02,10.70586,0.012775,11.393866,0.049433,9.883305,0.030706,4.2899,8.57995,40.886,False,False,ClassicalCep,0.2777,0.0193,,,,,0.04,0.11,114289624150924666
VarWISE J041331.04+411907.6,63.37934,41.3188,cep,0.9992,9.728,0.148,0.165,253,11.37,11.331,11.62,8.8,12.11,11.66,11.58,0.02,0.02,0.25,,0.03,0.03,0.02,14.041045,0.009589,14.738187,0.036376,13.218478,0.022216,2.3127,4.625325,38.388,False,False,ClassicalCep,0.071,0.0233,,,,,0.04,0.04,114289473827073435
VarWISE J042319.17+441412.8,65.8299,44.2369,cep,0.9949,13.439,0.172,0.175,286,10.828,10.782,10.88,8.58,11.55,11.04,10.91,0.02,0.02,0.12,,0.02,0.02,0.02,13.667037,0.010956,14.445321,0.027767,12.783204,0.031438,2.0416,4.0832,85.452,False,False,ClassicalCep,0.1256,0.0195,,,,,0.04,0.1,114571359946210207
VarWISE J042235.65+453454.8,65.64856,45.5819,cep,0.9987,5.914,0.071,0.067,293,8.382,8.297,8.33,7.94,9.39,8.81,8.53,0.02,0.02,0.02,0.2,0.02,0.02,0.02,12.245376,0.005492,13.440532,0.01993,11.170878,0.013118,2.7754,5.5507,16.09,False,False,ClassicalCep,0.3522,0.0192,3.8452,2.8792,1.5833,0.62709904,0.04,0.04,116260179389368085
VarWISE J033236.73+391134.0,53.15307,39.1928,cep,0.9583,6.878,0.189,0.238,258,13.283,13.261,11.7,8.94,13.73,13.36,13.26,0.02,0.03,,,0.03,0.04,0.04,14.744732,0.01079,15.035616,0.037805,14.282813,0.023684,2.276575,1.138275,24.286,False,False,RRLyrae,0.0684,0.0258,0.5947,0.5099,0.2784,2.2481384,0.04,0.13,118228407829381288
VarWISE J035433.59+464306.9,58.63998,46.7186,cep,0.8601,7.163,0.104,0.103,291,10.937,10.9,10.62,8.61,11.79,11.23,11.02,0.02,0.02,0.09,,0.02,0.03,0.02,13.65904,0.003274,14.20454,0.005483,12.926067,0.007141,9.06135,18.125,15.319,False,False,,0.3904,0.0159,3.0371,2.6741,1.4664,1.1574211,0.04,0.16,122451453029030574
VarWISE J040949.35+494407.8,62.45563,49.7355,cep,0.9999,12.118,0.153,0.146,291,9.781,9.693,9.7,8.43,11.26,10.46,10.13,0.02,0.02,0.05,,0.02,0.03,0.02,14.231205,0.007474,15.658055,0.028673,13.060869,0.018773,3.5933,7.1866,50.987,False,False,ClassicalCep,0.1474,0.0192,,,,,0.04,0.12,123577993087296725
VarWISE J040539.20+500712.7,61.41335,50.1202,cep,0.9909,7.982,0.106,0.098,290,10.096,10.037,10.06,8.37,10.94,10.44,10.28,0.02,0.02,0.07,,0.03,0.03,0.02,12.426841,0.003197,12.854114,0.005411,11.817448,0.006742,2.170675,4.341425,30.443,False,False,SB*,1.0968,0.0153,2.2202,1.967,1.0673,2.65413,0.04,0.3,123577818235147726
VarWISE J034149.38+505000.9,55.45575,50.8336,cep,0.993,9.045,0.127,0.137,287,10.693,10.618,10.57,9.06,11.66,11.08,10.84,0.02,0.02,0.08,,0.02,0.03,0.02,14.518267,0.006215,15.584527,0.032808,13.483424,0.012689,1.499375,2.998675,53.256,False,False,ClassicalCep,0.124,0.0236,4.2712,3.3222,1.8418,2.4393663,0.04,0.36,124702718605785584
VarWISE J040245.10+521217.6,60.68792,52.2049,cep,0.9992,15.828,0.196,0.196,290,9.639,9.547,9.67,8.57,11.05,10.33,10.07,0.02,0.02,0.05,,0.02,0.03,0.02,13.782935,0.011256,15.015131,0.044195,12.678304,0.029536,4.159,8.318,79.727,False,False,RRLyrae,0.0996,0.0186,4.7841,3.6874,2.0489,1.2190399,0.04,0.06,125266546376688735
VarWISE J035930.56+505513.7,59.87734,50.9205,cep,1.0,12.549,0.154,0.153,285,9.704,9.609,9.64,9.08,10.84,10.21,9.94,0.02,0.02,0.04,,0.03,0.03,0.02,13.963199,0.010267,15.290777,0.040939,12.836448,0.026496,3.372675,6.7454,49.353,False,False,ClassicalCep,0.1483,0.0192,,,,,0.04,0.08,125266410380588683
VarWISE J035938.15+524726.5,59.90899,52.7907,cep,1.0,12.88,0.16,0.167,291,8.401,8.288,8.36,7.87,10.02,9.16,8.79,0.02,0.02,0.02,0.17,0.03,0.04,0.02,13.300377,0.00921,14.919542,0.035212,12.079098,0.023344,3.705975,7.41215,31.857,False,False,ClassicalCep,0.2562,0.0168,6.0867,4.4464,2.5105,1.5049515,0.04,0.08,125829365652368765
VarWISE J035614.97+524825.9,59.06241,52.8072,cep,0.9977,9.562,0.141,0.138,284,11.031,10.917,10.83,8.55,12.66,11.78,11.38,0.02,0.02,0.12,,0.03,0.03,0.02,16.033165,0.007181,17.679165,0.029176,14.790588,0.019647,4.93375,9.86765,29.07,False,False,ClassicalCep,0.1637,0.0465,6.1892,4.5176,2.5381,4.6778984,0.04,0.05,125829223616457944
VarWISE J043030.68+433911.5,67.62786,43.6532,cep,0.999,10.058,0.129,0.129,286,9.74,9.678,9.72,8.47,10.7,10.1,9.92,0.02,0.02,0.04,,0.02,0.02,0.02,13.052064,0.007646,14.002802,0.027115,12.081591,0.018127,1.999475,3.9989,43.034,False,False,ClassicalCep,0.2373,0.0178,3.233,2.5056,1.3958,0.9952707,0.04,0.17,126112135645696620
VarWISE J043715.34+450600.7,69.31393,45.1002,cep,0.9994,8.576,0.128,0.143,287,11.559,11.494,11.33,8.87,12.61,12.03,11.74,0.02,0.02,0.19,,0.03,,0.03,15.30855,0.007467,16.363995,0.031939,14.276854,0.019165,2.255,4.50985,29.463,False,False,ClassicalCep,0.0922,0.0305,3.9707,3.0738,1.7026,3.441598,0.04,0.07,126393893486254566
VarWISE J044250.27+464204.3,70.70946,46.7012,cep,0.9965,13.717,0.154,0.255,276,8.185,8.138,8.11,8.02,9.19,8.6,8.37,0.02,0.02,0.02,0.25,0.02,0.03,0.02,11.798166,0.00898,12.782576,0.031521,10.770369,0.024353,27.7465,55.49,19.785,False,False,RVTauV*,0.3392,0.0218,3.3454,2.569,1.4267,-0.29357624,0.04,0.07,126957077582486364
VarWISE J044322.93+465703.6,70.84557,46.951,cep,0.9927,6.327,0.086,0.091,265,10.391,10.315,10.3,8.86,11.33,10.78,10.52,0.02,0.02,0.07,,0.02,0.03,0.02,13.781561,0.006941,14.754209,0.025568,12.788226,0.015966,0.975575,1.951125,30.158,False,False,ClassicalCep,0.233,0.0196,4.9488,4.0874,2.2683,1.864008,0.04,0.43,126957100416274842
VarWISE J043632.65+463702.9,69.13605,46.6175,cep,0.9909,7.883,0.089,0.09,287,9.823,9.766,9.88,8.64,10.7,10.24,10.09,0.02,0.02,0.05,,0.02,0.02,0.02,12.380345,0.003022,12.901933,0.004163,11.679335,0.00597,2.2316,4.463075,22.945,False,False,SB*,1.3961,0.014,,,,,0.04,0.1,126956813592993441
VarWISE J043220.59+473230.4,68.0858,47.5418,cep,0.9997,12.699,0.159,0.163,294,10.151,10.056,10.26,8.88,11.52,10.81,10.51,0.02,0.02,0.07,,0.02,0.02,0.02,14.43795,0.009107,15.857461,0.03632,13.293945,0.025085,3.7581,7.51625,47.284,False,False,ClassicalCep,0.0976,0.0215,4.7845,3.5528,1.9988,2.052352,0.04,0.11,128645487258925702
VarWISE J043033.48+480442.5,67.63954,48.0785,cep,0.9985,13.991,0.153,0.179,232,8.99,8.889,8.78,8.58,10.36,9.54,9.21,0.02,0.02,0.02,0.32,0.02,0.02,0.02,13.447042,0.009134,14.924915,0.03695,12.256288,0.024029,4.560775,9.12105,40.958,False,False,ClassicalCep,0.1852,0.0181,5.1482,3.7507,2.0945,0.88420486,0.04,0.05,128645412382205327
VarWISE J043446.10+492521.7,68.69211,49.4227,cep,0.9995,6.898,0.082,0.082,272,8.852,8.77,8.76,8.65,10.09,9.37,9.14,0.02,0.02,0.03,0.33,0.03,0.03,0.02,12.863676,0.004552,14.078341,0.015442,11.781103,0.010155,4.339975,8.68005,14.454,False,False,ClassicalCep,0.1291,0.0182,4.1174,3.0845,1.7004,-1.0851631,0.04,0.18,129208538932588813
VarWISE J044521.33+505644.8,71.3389,50.9458,cep,0.997,9.198,0.189,0.191,279,12.18,12.105,12.06,9.1,13.36,12.61,12.38,0.02,0.02,0.31,,0.03,0.03,0.02,16.233015,0.007956,17.431341,0.034073,15.061184,0.030032,1.399625,2.799225,63.823,False,False,RRLyrae,0.0844,0.0493,,,,,0.04,0.13,130053407922058638
VarWISE J041541.50+492525.3,63.92293,49.4237,cep,0.9996,9.252,0.081,0.096,300,9.55,9.451,9.32,8.4,10.82,10.09,9.79,0.02,0.02,0.04,,0.02,0.02,0.02,14.279716,0.010469,15.853319,0.039726,13.079909,0.026554,4.493575,8.9873,32.324,False,False,ClassicalCep,0.1525,0.0219,5.6897,4.1003,2.2945,2.2524939,0.04,0.18,135118713304527107
VarWISE J041942.64+500726.4,64.92768,50.124,cep,1.0,13.567,0.174,0.177,294,9.472,9.392,9.53,8.41,10.87,10.13,9.83,0.02,0.02,0.05,,0.02,0.03,0.02,13.550025,0.010962,14.751113,0.042693,12.454927,0.02759,5.1467,10.29315,43.698,False,False,ClassicalCep,0.1225,0.0167,,,,,0.04,0.27,135118881881986472
VarWISE J042938.09+510459.5,67.40874,51.0832,cep,0.801,11.182,0.187,0.21,301,11.226,11.167,11.71,9.05,11.93,11.6,11.45,0.02,0.02,0.26,,0.02,0.02,0.02,13.845765,0.002773,14.517934,0.003163,13.023902,0.003848,154.5,52.57,35.957,False,False,,0.1754,0.0175,,,,,0.04,0.05,135400773101416496
VarWISE J041610.26+520823.6,64.04279,52.1399,cep,0.9999,8.659,0.114,0.12,302,9.912,9.843,9.81,8.98,11.07,10.39,10.15,0.02,0.02,0.05,,0.02,0.02,0.02,13.604829,0.006046,14.622549,0.021955,12.60299,0.014072,3.7596,7.51925,26.088,False,False,ClassicalCep,0.1267,0.0155,3.858,3.0183,1.6699,1.0104036,0.04,0.09,135681683373803241
VarWISE J042756.24+525304.2,66.98435,52.8845,cep,0.9987,9.056,0.114,0.11,271,9.371,9.299,9.4,9.03,10.44,9.8,9.58,0.02,0.02,0.05,,0.03,0.03,0.02,13.21476,0.006538,14.358332,0.025495,12.149493,0.016814,3.54265,7.0851,23.079,False,False,ClassicalCep,0.1881,0.0139,,,,,0.04,0.17,135963651852315091
VarWISE J043018.70+535624.7,67.57794,53.9402,cep,0.9997,12.444,0.128,0.153,291,8.617,8.569,8.64,8.03,9.48,9.01,8.8,0.02,0.02,0.03,0.19,0.02,0.02,0.02,11.908398,0.010131,12.748259,0.040219,10.94161,0.025506,6.56975,13.13955,24.915,False,False,ClassicalCep,0.2251,0.0152,3.0353,2.427,1.3327,-0.4097643,0.04,0.11,135963751441858710
VarWISE J042138.80+524509.7,65.41167,52.7527,cep,0.7653,13.409,0.355,0.576,316,12.953,12.836,11.69,8.71,13.69,13.33,13.19,0.03,0.03,,0.52,0.02,0.04,0.04,15.456403,0.002823,16.022934,0.003752,14.713494,0.00414,51.42,154.5,21.451,False,False,,0.1844,0.0328,,,,,0.04,0.1,135963388013817593
VarWISE J043409.54+531909.1,68.53977,53.3192,cep,0.9995,34.953,0.547,0.45,286,10.618,10.494,10.33,8.46,12.12,11.38,11.09,0.02,0.02,0.08,,0.03,0.04,0.02,15.223203,0.014942,16.591076,0.048709,14.06812,0.042945,29.993,15.0045,36.887,False,False,Type2Cep,0.1467,0.0288,4.2099,3.0881,1.7206,3.1808996,0.04,0.13,136808337752037592
VarWISE J041246.20+515504.4,63.19253,51.9179,cep,0.9995,9.966,0.102,0.121,312,9.569,9.486,9.44,8.64,10.78,10.14,9.85,0.02,0.02,0.04,,0.02,0.03,0.02,13.705389,0.006525,14.919139,0.023833,12.606039,0.015796,4.716725,9.43385,38.232,False,False,ClassicalCep,0.1512,0.0162,4.7207,3.6139,2.0134,1.3908138,0.04,0.13,137370390577401748
VarWISE J040253.77+541033.6,60.72405,54.176,cep,0.9986,12.069,0.266,0.222,266,10.029,9.964,10.04,8.75,11.33,10.59,10.3,0.02,0.02,0.07,,0.03,0.04,0.03,14.385633,0.008267,15.70038,0.031966,13.255025,0.021916,3.082375,6.16455,40.009,False,False,ClassicalCep,0.0946,0.0191,,,,,0.05,0.19,137932926418777952
VarWISE J043449.47+563002.5,68.70615,56.5007,cep,0.8748,15.117,0.214,0.22,297,10.821,10.737,10.69,9.0,11.69,11.38,11.19,0.02,0.02,0.1,0.49,0.02,0.02,0.02,12.739096,0.006551,13.067014,0.016914,12.226099,0.018612,140.5,688.0,16.349,False,False,Variable*,0.4789,0.0138,2.1186,1.9328,1.0523,0.8008385,0.04,0.22,138497215529557137
VarWISE J052428.06+572709.0,81.11694,57.4525,cep,0.9899,5.638,0.075,0.088,310,10.533,10.52,10.3,8.7,11.1,10.79,10.66,0.02,0.02,0.06,,0.03,0.02,0.02,12.556483,0.002839,12.985047,0.003201,11.946554,0.004573,3.862475,7.7251,12.534,False,False,,0.6284,0.013,,,,,0.04,0.1,139906672583047011
